Type,From,To,Crypto,USD,Txn,ID
Claimed,,0xe4d36b,NA,NA,2017-06-23,3429
Offer Withdrawn,,,NA,NA,2020-09-28,3430
Offered,,,30,6169,2020-05-27,3430
Offer Withdrawn,,,NA,NA,2020-05-27,3430
Offered,,,5.2,1069,2020-05-27,3430
Offered,,,5.1,1050,2020-05-27,3430
Offered,,,5,719,2020-01-11,3430
Bid Withdrawn,Slxip,,0.9,259,2019-07-06,3430
Bid,Slxip,,0.9,259,2019-07-06,3430
Offered,,,4,1074,2019-06-16,3430
Sold,Hemba,Pixls,0.55,148,2019-06-16,3430
Offered,,,0.55,90,2019-04-13,3430
Offered,,,0.48000000000000004,182,2017-08-30,3430
Transfer,0xe4d36b,Hemba,NA,NA,2017-06-26,3430
Bid,0x717403,,0.05,13,2017-06-26,3430
Claimed,,0xe4d36b,NA,NA,2017-06-23,3430
Bid Withdrawn,Michel_M…,NA,7,2611,2020-10-10,3431
Bid,Michel_M…,NA,7,2558,2020-10-09,3431
Bid Withdrawn,karbonba…,NA,6,2106,2020-10-08,3431
Offered,,NA,49,17198,2020-10-08,3431
Bid,karbonba…,NA,6,2048,2020-10-07,3431
Bid Withdrawn,Pranksy,NA,5,1695,2020-10-07,3431
Bid,Pranksy,NA,5,1695,2020-10-07,3431
Bid Withdrawn,Carlini8,NA,5,1734,2020-10-06,3431
Bid,Carlini8,NA,5,1765,2020-10-06,3431
Transfer,0x00bd9f,10734384,NA,NA,2018-03-07,3431
Claimed,,48543,NA,NA,2017-06-23,3431
(Wrap),0x840aad,WrappedC…,NA,NA,2020-09-29,3432
Transfer,0x568cf5,0x840aad,NA,NA,2020-09-29,3432
Sold,W_M_Peas…,0x568cf5,5.6499999999999995,1999,2020-09-29,3432
Offered,,,5.6499999999999995,1992,2020-09-29,3432
Offered,,,5.75,2030,2020-09-29,3432
(Unwrap),WrappedC…,W_M_Peas…,NA,NA,2020-09-29,3432
Sold,GoWest23,W_M_Peas…,5.25,1853,2020-09-29,3432
(Wrap),0xa18fd5,WrappedC…,NA,NA,2020-09-28,3432
Transfer,GoWest23,0xa18fd5,NA,NA,2020-09-28,3432
Sold,Hemba,GoWest23,0.44,76,2019-05-06,3432
Offered,,,0.44,84,2017-07-11,3432
Claimed,,Hemba,NA,NA,2017-06-23,3432
Claimed,NA,ddaavvee,NA,NA,2017-06-23,3433
Claimed,NA,Punkofth…,NA,NA,2017-06-23,3434
Sold,Hemba,0x7f6ca7,0.08,103,2018-01-09,3435
Offered,,,0.08,91,2018-01-08,3435
Claimed,,Hemba,NA,NA,2017-06-23,3435
Claimed,NA,13358210,NA,NA,2017-06-23,3436
(Wrap),0xb4b290,WrappedC…,NA,NA,2020-12-29,3437
Transfer,snax,0xb4b290,NA,NA,2020-12-29,3437
Sold,Hemba,snax,0.11,127,2018-01-20,3437
Offered,,,0.11,125,2018-01-08,3437
Claimed,,Hemba,NA,NA,2017-06-23,3437
Bid Withdrawn,0x68a7ac,,4.25,2732,2020-12-27,3438
Sold,coinduph…,0xcf6165,4.9,3149,2020-12-26,3438
Bid,0x68a7ac,,4.25,2738,2020-12-26,3438
Offered,,,4.9,2868,2020-12-14,3438
Offered,,,5.5,3372,2020-12-04,3438
Offered,,,4.5,2624,2020-11-30,3438
Offered,,,4,2110,2020-11-28,3438
Offered,,,5,2234,2020-11-09,3438
Bid Withdrawn,0x51357b,,3,1051,2020-10-09,3438
Bid,0x51357b,,3,1058,2020-10-05,3438
Sold,0xa84aa4,coinduph…,0.15000000000000002,91,2018-04-21,3438
Offered,,,0.15000000000000002,78,2018-03-24,3438
Sold,Hemba,0xa84aa4,0.1,52,2018-03-24,3438
Bid Withdrawn,HEDBIG,,0.05,30,2018-03-16,3438
Bid,HEDBIG,,0.05,31,2018-03-15,3438
Offered,,,0.1,114,2018-01-08,3438
Claimed,,Hemba,NA,NA,2017-06-23,3438
Sold,Shrugs,0x98c488,1.4,289,2020-05-27,3439
Offered,,,1.4,279,2020-05-26,3439
Sold,Hemba,Shrugs,0.09,122,2018-01-14,3439
Offered,,,0.09,102,2018-01-08,3439
Claimed,,Hemba,NA,NA,2017-06-23,3439
Sold,2pac,0xbf6ccf,7.119999999999999,4126,2020-12-24,3440
Bid,0xbf6ccf,,7.119999999999999,4126,2020-12-24,3440
Offered,,,9,5193,2020-12-24,3440
Offered,,,11.99,6957,2020-12-24,3440
Transfer,pinkiepi…,2pac,NA,NA,2020-12-23,3440
Offered,,,11.99,7355,2020-12-23,3440
Transfer,2pac,pinkiepi…,NA,NA,2020-12-18,3440
Offer Withdrawn,,,NA,NA,2020-12-14,3440
Offered,,,11.99,6854,2020-12-13,3440
Offer Withdrawn,,,NA,NA,2020-12-10,3440
Offered,,,11.99,6885,2020-12-08,3440
Offer Withdrawn,,,NA,NA,2020-12-04,3440
Offered,,,12,6603,2020-11-29,3440
Offered,,,18,9404,2020-11-26,3440
Offer Withdrawn,,,NA,NA,2020-11-24,3440
Offered,,,15,8883,2020-11-23,3440
Offer Withdrawn,,,NA,NA,2020-11-17,3440
Offered,,,13,5853,2020-11-16,3440
(Unwrap),WrappedC…,2pac,NA,NA,2020-11-15,3440
(Wrap),0xbf08e1,WrappedC…,NA,NA,2020-11-14,3440
Transfer,2pac,0xbf08e1,NA,NA,2020-11-14,3440
Offered,,,10,4585,2020-11-14,3440
Offered,,,12,5640,2020-11-14,3440
Offer Withdrawn,,,NA,NA,2020-11-09,3440
Offered,,,12,5485,2020-11-07,3440
Offered,,,14,6420,2020-11-07,3440
Offered,,,17.99,7397,2020-11-05,3440
(Unwrap),WrappedC…,2pac,NA,NA,2020-11-04,3440
(Wrap),0xbf08e1,WrappedC…,NA,NA,2020-10-31,3440
Transfer,2pac,0xbf08e1,NA,NA,2020-10-31,3440
(Unwrap),WrappedC…,2pac,NA,NA,2020-10-27,3440
Bid Withdrawn,Deeze,,6.49,2681,2020-10-24,3440
(Wrap),0xbf08e1,WrappedC…,NA,NA,2020-10-24,3440
Transfer,2pac,0xbf08e1,NA,NA,2020-10-24,3440
Bid,Deeze,,6.49,2683,2020-10-24,3440
Offer Withdrawn,,,NA,NA,2020-10-24,3440
Offered,,,13.99,5783,2020-10-24,3440
Offer Withdrawn,,,NA,NA,2020-10-23,3440
Offered,,,16,6627,2020-10-23,3440
(Unwrap),WrappedC…,2pac,NA,NA,2020-10-21,3440
(Wrap),0xa16152,WrappedC…,NA,NA,2020-10-19,3440
Transfer,0x257e2b,0xa16152,NA,NA,2020-10-19,3440
Offer Withdrawn,,,NA,NA,2020-10-19,3440
Offered,,,20,7365,2020-10-17,3440
Offered,,,18,6628,2020-10-17,3440
Offer Withdrawn,,,NA,NA,2020-10-17,3440
Offered,,,20,7351,2020-10-17,3440
Offer Withdrawn,,,NA,NA,2020-10-16,3440
Offered,,,18,6804,2020-10-15,3440
Offered,,,19,7179,2020-10-15,3440
Offer Withdrawn,,,NA,NA,2020-10-14,3440
Offered,,,24.99,9469,2020-10-13,3440
Offered,,,19.99,7672,2020-10-12,3440
Sold,0x0ed6fe,0x257e2b,18,6139,2020-10-08,3440
Bid,0x257e2b,,18,6073,2020-10-08,3440
Bid Withdrawn,0x257e2b,,15,5061,2020-10-08,3440
Bid,0x257e2b,,15,5052,2020-10-08,3440
Claimed,,0x0ed6fe,NA,NA,2017-06-23,3440
Offer Withdrawn,,,NA,NA,2020-12-23,3441
Bid Withdrawn,0xf9728b,,0.75,405,2020-11-21,3441
Bid,0xf9728b,,0.75,265,2020-09-26,3441
Offered,,,7.819999999999999,1921,2019-05-23,3441
Sold,Hemba,0x374bd1,0.44,108,2019-05-23,3441
Bid,0x3765d6,,0.01,0,2019-05-15,3441
Bid Withdrawn,Pixls,,0.33999999999999997,62,2019-04-08,3441
Bid,Pixls,,0.33999999999999997,49,2019-03-30,3441
Offered,,,0.44,59,2019-03-02,3441
Claimed,,Hemba,NA,NA,2017-06-23,3441
Bid Withdrawn,Existenc…,NA,10,3505,2020-09-25,3442
Bid,Existenc…,NA,10,3490,2020-09-25,3442
Bid Withdrawn,snowfro,NA,3.9899999999999998,482,2019-02-11,3442
Bid,snowfro,NA,3.9899999999999998,523,2018-12-25,3442
Bid Withdrawn,0x976b59,NA,8.67,1953,2018-10-02,3442
Bid,0x976b59,NA,8.67,2001,2018-10-01,3442
Bid,0x7760e0,NA,5.26,1266,2017-07-07,3442
Bid,0x7760e0,NA,1.5,426,2017-07-02,3442
Bid,0x6611fe,NA,1.5,426,2017-07-02,3442
Bid,0xa0a59c,NA,1.4,398,2017-07-02,3442
Bid,0x7760e0,NA,1.3,369,2017-07-02,3442
Bid,0xa0a59c,NA,1.3,369,2017-07-02,3442
Bid,0x7760e0,NA,1.05,298,2017-07-02,3442
Bid,0xa0a59c,NA,1.05,298,2017-07-02,3442
Bid,0x7760e0,NA,1.01,287,2017-07-02,3442
Bid,0xa0a59c,NA,1,283,2017-06-30,3442
Bid,0x7760e0,NA,0.75,211,2017-06-30,3442
Bid,0xa0a59c,NA,0.75,211,2017-06-30,3442
Bid,0x7760e0,NA,0.42000000000000004,118,2017-06-30,3442
Bid,0xa0a59c,NA,0.42000000000000004,123,2017-06-29,3442
Bid,0x7760e0,NA,0.35,103,2017-06-29,3442
Bid,0xa0a59c,NA,0.35,111,2017-06-28,3442
Bid Withdrawn,sov,NA,2,632,2017-06-28,3442
Bid,sov,NA,2,572,2017-06-27,3442
Bid,0x717403,NA,2,507,2017-06-26,3442
Bid,sov,NA,2,507,2017-06-26,3442
Bid,0xa0a59c,NA,0.36,91,2017-06-26,3442
Bid,0x717403,NA,0.35,98,2017-06-25,3442
Bid,0xa0a59c,NA,0.35,98,2017-06-25,3442
Claimed,,8946930,NA,NA,2017-06-23,3442
Bid,0xc7c6b9,NA,0.01,0.01,2020-12-15,3443
Bid Withdrawn,YOTTABYT…,NA,3.3299999999999996,1979,2020-11-23,3443
Bid,YOTTABYT…,NA,3.3299999999999996,1957,2020-11-23,3443
Bid Withdrawn,0xde7002,NA,0.04,30,2018-01-01,3443
Offered,,NA,44.44,30409,2017-12-15,3443
Sold,0x8234be,13011729,0.1,68,2017-12-15,3443
Offered,,NA,0.1,68,2017-12-15,3443
Bid,0xde7002,NA,0.04,27,2017-12-15,3443
Offered,,NA,0.12000000000000001,82,2017-12-15,3443
Offered,,NA,1.1,763,2017-12-14,3443
Offered,,NA,0.25,71,2017-09-24,3443
Claimed,,8533182,NA,NA,2017-06-23,3443
Sold,Hemba,0x7db525,1.5,353,2020-06-01,3444
Offered,,,1.5,331,2020-05-29,3444
Claimed,,Hemba,NA,NA,2017-06-23,3444
Offer Withdrawn,,,NA,NA,2020-11-17,3445
Offered,,,2.7,1251,2020-11-17,3445
Offered,,,6,2230,2020-10-11,3445
Sold,Hemba,0x196a3d,1.4,542,2020-09-13,3445
Offered,,,1.4,524,2020-09-11,3445
Offer Withdrawn,,,NA,NA,2020-09-07,3445
Offered,,,0.9500000000000001,382,2020-08-29,3445
Offered,,,1.55,342,2020-05-29,3445
Claimed,,Hemba,NA,NA,2017-06-23,3445
Claimed,NA,14523780,NA,NA,2017-06-23,3446
Transfer,0xe223cf,0xe223cf,NA,NA,2020-08-09,3447
Sold,ChrisR,0xe223cf,0.89,345,2020-08-09,3447
Bid Withdrawn,Michel_M…,,0.6,237,2020-08-07,3447
Bid,Michel_M…,,0.6,238,2020-08-06,3447
Bid Withdrawn,Kataster…,,0.73,289,2020-08-06,3447
Bid,Kataster…,,0.73,286,2020-08-05,3447
Bid Withdrawn,0xe17392,,0.53,208,2020-08-04,3447
Bid,0xe17392,,0.53,208,2020-08-04,3447
Offered,,,0.89,356,2020-08-04,3447
Transfer,Pranksy,ChrisR,NA,NA,2020-07-02,3447
Offered,,,0.99,226,2020-07-01,3447
Bid Withdrawn,barthazi…,,0.3,72,2020-06-01,3447
Offered,,,1.79,378,2020-05-19,3447
Sold,Hemba,Pranksy,0.8500000000000001,179,2020-05-19,3447
Bid,barthazi…,,0.3,61,2020-05-14,3447
Offered,,,0.8500000000000001,139,2020-01-26,3447
Claimed,,Hemba,NA,NA,2017-06-23,3447
Transfer,VonMises,0xa00bcc,NA,NA,2020-07-01,3448
Sold,Pranksy,VonMises,0.99,227,2020-07-01,3448
Offered,,,0.99,226,2020-07-01,3448
Offered,,,1.79,361,2020-05-22,3448
Sold,0x1a96af,Pranksy,0.92,186,2020-05-22,3448
Offered,,,0.92,156,2020-04-17,3448
Transfer,0xe45df5,0x1a96af,NA,NA,2020-04-17,3448
Offered,,,0.8700000000000001,179,2017-07-13,3448
Offered,,,0.5,138,2017-07-03,3448
Offer Withdrawn,,,NA,NA,2017-07-03,3448
Bid,0x717403,,0.05,13,2017-06-26,3448
Offered,,,3.5,1066,2017-06-24,3448
Claimed,,0xe45df5,NA,NA,2017-06-23,3448
Sold,Hemba,0x0713a6,1.05,223,2020-05-08,3449
Bid Withdrawn,0x0713a6,,0.9,191,2020-05-08,3449
Bid,0x0713a6,,0.9,191,2020-05-08,3449
Bid Withdrawn,0x0713a6,,0.8,170,2020-05-08,3449
Bid,0x0713a6,,0.8,169,2020-05-07,3449
Bid Withdrawn,0xaf5e63,,0.6,120,2020-05-04,3449
Bid,0xaf5e63,,0.6,130,2020-04-29,3449
Offered,,,1.05,229,2020-02-07,3449
Claimed,,Hemba,NA,NA,2017-06-23,3449
Claimed,NA,8593785,NA,NA,2017-06-23,3450
Sold,Punkofth…,0xc1894e,0.5,153,2019-07-07,3451
Bid Withdrawn,Pranksy,,0.4,109,2019-06-20,3451
Bid,Pranksy,,0.4,109,2019-06-20,3451
Offered,,,0.5,123,2017-07-08,3451
Claimed,,Punkofth…,NA,NA,2017-06-23,3451
Transfer,PM_disco…,0x304288,NA,NA,2020-10-18,3452
Sold,VonMises,PM_disco…,1.2,472,2020-08-28,3452
Bid,PM_disco…,,1.2,472,2020-08-28,3452
Offered,,,1.49,575,2020-08-26,3452
Offered,,,1.99,403,2020-05-26,3452
Offered,,,2.25,430,2020-05-13,3452
Sold,Hemba,VonMises,1.05,200,2020-05-13,3452
Offered,,,1.05,231,2020-02-07,3452
Bid Withdrawn,GISELXFL…,,0.3,43,2020-01-11,3452
Offer Withdrawn,,,NA,NA,2020-01-10,3452
Bid,GISELXFL…,,0.3,43,2020-01-10,3452
Offered,,,0.72,137,2017-07-11,3452
Claimed,,Hemba,NA,NA,2017-06-23,3452
Bid,0xc7c6b9,,0.01,0.01,2020-12-14,3453
Transfer,snowfro,0x868540,NA,NA,2018-12-20,3453
Sold,Hemba,snowfro,0.25,29,2018-12-20,3453
Offered,,,0.25,164,2017-12-12,3453
Claimed,,Hemba,NA,NA,2017-06-23,3453
Bid Withdrawn,0x087173,,1.2,414,2020-09-25,3454
Sold,0x1d45f1,0x033ee7,2.9499999999999997,1020,2020-09-24,3454
Offered,,,2.9499999999999997,965,2020-09-24,3454
Offer Withdrawn,,,NA,NA,2020-09-24,3454
Bid,0x087173,,1.2,390,2020-09-24,3454
Offered,,,2.5,862,2020-09-22,3454
Sold,Hemba,0x1d45f1,1,380,2020-08-26,3454
Offered,,,1,441,2020-08-14,3454
Offered,,,2,413,2020-05-24,3454
Offer Withdrawn,,,NA,NA,2020-01-04,3454
Claimed,,Hemba,NA,NA,2017-06-23,3454
Claimed,NA,Punkofth…,NA,NA,2017-06-23,3455
Claimed,NA,curating…,NA,NA,2017-06-23,3456
Claimed,NA,7293485,NA,NA,2017-06-23,3457
Claimed,NA,7293485,NA,NA,2017-06-23,3458
Claimed,NA,7293485,NA,NA,2017-06-23,3459
Claimed,NA,7293485,NA,NA,2017-06-23,3460
Claimed,NA,7293485,NA,NA,2017-06-23,3461
Claimed,NA,7293485,NA,NA,2017-06-23,3462
Sold,ddaavvee,jmg,8.5,3107,2020-10-16,3463
Bid,jmg,,8.5,3211,2020-10-16,3463
Bid,jmg,,7,2644,2020-10-16,3463
(Unwrap),WrappedC…,ddaavvee,NA,NA,2020-09-29,3463
Bid,MattHunt…,,0.1,36,2020-09-29,3463
Bid,v9,,0.05,18,2020-09-29,3463
(Wrap),0xa55ec4,WrappedC…,NA,NA,2020-09-24,3463
Transfer,ddaavvee,0xa55ec4,NA,NA,2020-09-24,3463
Offer Withdrawn,,,NA,NA,2020-09-15,3463
Bid,0x7760e0,,0.04,11,2017-06-30,3463
Offered,,,10,2929,2017-06-29,3463
Claimed,,ddaavvee,NA,NA,2017-06-23,3463
Sold,ddaavvee,jmg,8.5,3107,2020-10-16,3464
Bid,jmg,,8.5,3211,2020-10-16,3464
(Unwrap),WrappedC…,ddaavvee,NA,NA,2020-09-29,3464
(Wrap),0xa55ec4,WrappedC…,NA,NA,2020-09-24,3464
Transfer,ddaavvee,0xa55ec4,NA,NA,2020-09-24,3464
Offer Withdrawn,,,NA,NA,2020-09-15,3464
Bid,0x7760e0,,0.04,11,2017-06-30,3464
Offered,,,10,2929,2017-06-29,3464
Claimed,,ddaavvee,NA,NA,2017-06-23,3464
Bid,Mr_0x,NA,0.3,41,2019-02-28,3465
Bid,0x7760e0,NA,0.05,16,2017-06-28,3465
Claimed,,16447990,NA,NA,2017-06-23,3465
Claimed,NA,14913912,NA,NA,2017-06-23,3466
Bid Withdrawn,Pranksy,NA,1,136,2020-01-05,3467
Bid,Pranksy,NA,1,132,2020-01-01,3467
Bid Withdrawn,0xe9d43c,NA,0.35,51,2019-02-21,3467
Bid,0xe9d43c,NA,0.35,55,2019-01-02,3467
Bid,0x717403,NA,0.05,13,2017-06-26,3467
Claimed,,12800693,NA,NA,2017-06-23,3467
Bid,7435267,NA,0.09,26,2017-06-27,3468
Bid,48442,NA,0.09,23,2017-06-26,3468
Bid,7435267,NA,0.08,20,2017-06-26,3468
Bid,48442,NA,0.08,20,2017-06-26,3468
Claimed,NA,16490857,NA,NA,2017-06-23,3468
Offered,,NA,30,10904,2020-09-28,3469
Bid Withdrawn,PM_disco…,NA,1.1,478,2020-08-15,3469
Bid,PM_disco…,NA,1.1,422,2020-08-02,3469
Offered,,NA,11,2548,2020-07-01,3469
Offered,,NA,5.5,976,2018-11-18,3469
Offered,,NA,2.5,1526,2018-03-15,3469
Offered,,NA,0.5,305,2018-03-15,3469
Bid,0x7760e0,NA,0.05,16,2017-06-28,3469
Claimed,,2299655,NA,NA,2017-06-23,3469
Transfer,7478,0xf1670f,NA,NA,2020-05-03,3470
Sold,0x9cd85c,7478,0.8,200,2020-02-25,3470
Bid,7478,,0.8,200,2020-02-25,3470
Offered,,,0.9,248,2020-02-24,3470
Bid Withdrawn,7478,,0.8500000000000001,222,2020-02-22,3470
Bid,7478,,0.8500000000000001,223,2020-02-22,3470
Offer Withdrawn,,,NA,NA,2020-02-22,3470
Offered,,,0.9,235,2020-02-22,3470
Offered,,,1,262,2020-02-20,3470
Offered,,,1.25,352,2020-02-19,3470
Offered,,,1.3,352,2020-02-16,3470
Offered,,,1.5,343,2020-02-09,3470
Transfer,Decentra…,0x9cd85c,NA,NA,2020-02-09,3470
Transfer,0x9cd85c,Decentra…,NA,NA,2020-01-16,3470
Offer Withdrawn,,,NA,NA,2020-01-16,3470
Offered,,,1.3,213,2020-01-15,3470
Offer Withdrawn,,,NA,NA,2020-01-15,3470
Bid Withdrawn,GoWest23,,0.75,122,2020-01-15,3470
Bid,GoWest23,,0.75,122,2020-01-14,3470
Offered,,,1.4,202,2020-01-13,3470
Offer Withdrawn,,,NA,NA,2020-01-13,3470
Offered,,,1.49,214,2020-01-13,3470
Offer Withdrawn,,,NA,NA,2020-01-13,3470
Offered,,,1.59,229,2020-01-12,3470
Offer Withdrawn,,,NA,NA,2020-01-12,3470
Offered,,,1.95,268,2020-01-10,3470
Sold,jmg,0x9cd85c,1.5,213,2020-01-07,3470
Offered,,,1.5,201,2020-01-04,3470
Offer Withdrawn,,,NA,NA,2020-01-04,3470
Offered,,,1.1500000000000001,152,2020-01-01,3470
Offered,,,0.8600000000000001,166,2019-10-09,3470
