age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,owns_ethereum,donated
72,Local-gov,12,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,16,FALSE,TRUE
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,TRUE,TRUE
34,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,50,FALSE,FALSE
26,Local-gov,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,TRUE,FALSE
33,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,TRUE,FALSE
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
18,NA,7,Never-married,NA,Own-child,White,Male,0,0,35,FALSE,FALSE
24,Private,10,Never-married,Other-service,Other-relative,White,Female,0,0,24,TRUE,TRUE
18,NA,10,Never-married,NA,Own-child,White,Male,0,0,16,TRUE,TRUE
55,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,TRUE,FALSE
42,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,FALSE,FALSE
32,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,FALSE,FALSE
46,Federal-gov,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,FALSE,TRUE
18,Private,9,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,FALSE,FALSE
36,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,FALSE,FALSE
38,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,TRUE,TRUE
39,Private,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,FALSE,FALSE
31,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,FALSE,FALSE
40,Private,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,FALSE,FALSE
18,Private,9,Never-married,Sales,Own-child,White,Male,0,0,64,TRUE,FALSE
38,Private,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,FALSE,FALSE
47,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,TRUE,FALSE
21,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
33,State-gov,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,FALSE,FALSE
51,Private,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,TRUE,TRUE
44,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,FALSE,FALSE
45,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,FALSE,FALSE
22,Private,5,Never-married,Craft-repair,Own-child,White,Male,0,0,54,FALSE,FALSE
48,NA,9,Married-civ-spouse,NA,Husband,White,Male,0,0,48,FALSE,TRUE
40,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
26,Local-gov,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,FALSE,FALSE
29,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,FALSE,FALSE
46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,TRUE,TRUE
41,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,FALSE,FALSE
31,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,FALSE,FALSE
34,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,20,TRUE,TRUE
39,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,FALSE,FALSE
50,Private,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,TRUE,FALSE
41,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,TRUE,TRUE
18,Private,10,Never-married,Sales,Other-relative,White,Female,0,0,15,TRUE,TRUE
35,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,20,TRUE,TRUE
22,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,FALSE,FALSE
18,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,FALSE,FALSE
23,NA,10,Never-married,NA,Unmarried,White,Female,0,0,40,FALSE,FALSE
62,NA,13,Married-civ-spouse,NA,Wife,White,Female,0,0,40,FALSE,TRUE
50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,TRUE,TRUE
52,Private,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,FALSE,TRUE
24,Private,13,Never-married,Sales,Other-relative,Black,Male,0,0,50,TRUE,TRUE
31,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,FALSE,FALSE
28,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,TRUE,TRUE
33,Private,12,Never-married,Sales,Unmarried,Black,Male,0,0,32,TRUE,TRUE
48,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,TRUE,TRUE
62,State-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,FALSE,TRUE
51,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,FALSE,TRUE
39,Self-emp-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,TRUE,TRUE
51,Private,10,Divorced,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,35,FALSE,TRUE
57,Self-emp-not-inc,12,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,FALSE,TRUE
29,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,15,TRUE,TRUE
49,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,43,FALSE,TRUE
30,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,70,TRUE,FALSE
53,Private,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,FALSE,FALSE
17,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,20,TRUE,TRUE
59,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,FALSE,TRUE
23,Private,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,TRUE,TRUE
20,NA,10,Never-married,NA,Own-child,White,Male,0,0,40,FALSE,FALSE
48,Private,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,TRUE,TRUE
64,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,TRUE,TRUE
37,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,TRUE,TRUE
54,Local-gov,9,Widowed,Transport-moving,Unmarried,White,Female,0,0,38,FALSE,TRUE
41,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,50,FALSE,FALSE
45,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,TRUE,FALSE
36,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,FALSE,FALSE
27,Private,12,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,TRUE,TRUE
25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,TRUE,TRUE
39,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,24,TRUE,TRUE
44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,TRUE,FALSE
22,Private,7,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,FALSE,FALSE
21,NA,9,Married-civ-spouse,NA,Other-relative,White,Female,0,0,40,FALSE,FALSE
56,Private,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,FALSE,FALSE
30,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,FALSE,FALSE
44,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,FALSE,TRUE
53,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,48,FALSE,TRUE
32,Private,2,Never-married,Exec-managerial,Own-child,White,Male,0,0,21,FALSE,FALSE
33,NA,9,Divorced,NA,Not-in-family,White,Male,0,0,75,TRUE,FALSE
60,Private,3,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,FALSE,FALSE
35,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,FALSE,FALSE
58,Private,9,Divorced,Other-service,Not-in-family,White,Male,0,0,35,FALSE,TRUE
53,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,48,TRUE,FALSE
54,Local-gov,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,FALSE,TRUE
26,Private,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,FALSE,FALSE
27,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,56,TRUE,FALSE
59,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,7,FALSE,TRUE
63,NA,6,Married-civ-spouse,NA,Husband,White,Male,0,0,10,FALSE,TRUE
70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3471,0,33,FALSE,TRUE
26,Private,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,FALSE,FALSE
28,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,TRUE,TRUE
22,Private,7,Separated,Other-service,Unmarried,White,Female,0,0,20,TRUE,TRUE
24,Private,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,75,TRUE,FALSE
46,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,FALSE,TRUE
56,State-gov,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,FALSE,TRUE
37,Private,6,Never-married,Other-service,Unmarried,White,Female,0,0,40,FALSE,FALSE
24,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,FALSE
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,FALSE,FALSE
53,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,50,TRUE,TRUE
57,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,TRUE,TRUE
36,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,TRUE,FALSE
25,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,TRUE,TRUE
29,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,25,TRUE,TRUE
21,NA,10,Never-married,NA,Own-child,White,Female,0,0,35,FALSE,FALSE
47,Private,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,TRUE,TRUE
51,Self-emp-inc,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1741,40,TRUE,FALSE
23,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,8614,0,70,TRUE,FALSE
22,Private,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,TRUE,TRUE
29,Private,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,TRUE,TRUE
50,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,FALSE,TRUE
23,Private,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,TRUE,TRUE
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,FALSE,FALSE
38,Local-gov,13,Divorced,Prof-specialty,Own-child,Black,Female,0,0,40,TRUE,TRUE
19,NA,10,Never-married,NA,Own-child,White,Female,0,0,40,FALSE,FALSE
31,NA,7,Never-married,NA,Unmarried,White,Female,0,0,20,TRUE,TRUE
30,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,FALSE,FALSE
42,Private,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,TRUE,FALSE
52,Private,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,FALSE,TRUE
25,Local-gov,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,TRUE,TRUE
20,Private,9,Never-married,Other-service,Other-relative,White,Female,0,0,35,FALSE,FALSE
43,Private,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,FALSE,FALSE
33,Private,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,FALSE,FALSE
34,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,38,FALSE,FALSE
41,NA,10,Divorced,NA,Not-in-family,White,Male,0,1504,40,TRUE,FALSE
43,Private,16,Separated,Exec-managerial,Not-in-family,White,Female,14084,0,60,TRUE,TRUE
61,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,40,FALSE,TRUE
49,Private,6,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,FALSE,FALSE
42,NA,13,Married-civ-spouse,NA,Wife,White,Female,0,0,28,TRUE,TRUE
42,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,FALSE,FALSE
23,Private,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,FALSE,FALSE
72,NA,9,Married-civ-spouse,NA,Husband,White,Male,0,0,8,FALSE,TRUE
50,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,FALSE,TRUE
34,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,FALSE,FALSE
47,State-gov,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,48,FALSE,TRUE
48,Private,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,60,TRUE,FALSE
37,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,FALSE,FALSE
23,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,45,FALSE,FALSE
17,NA,8,Never-married,NA,Own-child,White,Male,0,0,30,TRUE,TRUE
66,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,10605,0,40,FALSE,TRUE
26,Private,3,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,FALSE,FALSE
41,Private,9,Divorced,Exec-managerial,Not-in-family,White,Male,2174,0,50,FALSE,FALSE
19,Private,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,37,FALSE,FALSE
26,NA,9,Divorced,NA,Not-in-family,White,Female,0,0,15,TRUE,TRUE
34,Private,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,55,TRUE,FALSE
59,Local-gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,TRUE
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,FALSE,FALSE
47,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,TRUE,TRUE
57,NA,13,Never-married,NA,Not-in-family,Black,Female,0,0,35,FALSE,TRUE
49,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,FALSE,TRUE
25,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,TRUE,TRUE
37,Private,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,FALSE,FALSE
31,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,TRUE,TRUE
39,NA,13,Divorced,NA,Own-child,Black,Female,0,0,40,TRUE,TRUE
22,Private,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,FALSE,FALSE
23,Private,7,Never-married,Other-service,Own-child,White,Female,0,0,40,FALSE,FALSE
39,NA,9,Divorced,NA,Unmarried,White,Female,0,0,16,TRUE,TRUE
26,Private,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,TRUE,TRUE
41,Private,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,TRUE,TRUE
42,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,TRUE,TRUE
64,Private,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,FALSE,TRUE
25,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,FALSE,FALSE
25,Federal-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,TRUE,TRUE
41,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,TRUE,TRUE
45,Private,10,Separated,Sales,Unmarried,White,Female,0,0,35,FALSE,TRUE
36,Local-gov,9,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,69,TRUE,FALSE
36,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,TRUE,TRUE
22,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,TRUE,TRUE
17,NA,4,Never-married,NA,Own-child,White,Female,0,0,15,TRUE,TRUE
25,State-gov,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,46,TRUE,TRUE
47,Private,10,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,FALSE,TRUE
18,NA,8,Never-married,NA,Own-child,White,Male,0,0,10,TRUE,TRUE
34,Self-emp-not-inc,4,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,FALSE,FALSE
44,Private,13,Divorced,Other-service,Own-child,White,Female,0,0,40,TRUE,TRUE
27,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,TRUE,FALSE
25,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,FALSE,FALSE
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
48,Private,12,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,55,TRUE,FALSE
27,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,TRUE,TRUE
30,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,TRUE,TRUE
17,Private,6,Never-married,Other-service,Own-child,White,Male,0,0,16,TRUE,TRUE
35,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,TRUE,FALSE
75,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,20,FALSE,TRUE
34,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,45,FALSE,FALSE
28,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,FALSE
38,Private,7,Never-married,Craft-repair,Unmarried,White,Male,1151,0,40,FALSE,FALSE
23,Private,13,Never-married,Sales,Not-in-family,White,Female,0,1741,50,TRUE,FALSE
40,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,FALSE,FALSE
37,Federal-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,TRUE,TRUE
18,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,FALSE,FALSE
22,Private,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,FALSE,FALSE
31,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
39,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,FALSE,FALSE
40,Private,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,TRUE,TRUE
31,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,FALSE,FALSE
19,Private,7,Separated,Craft-repair,Own-child,Black,Male,0,0,40,FALSE,FALSE
17,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,20,TRUE,TRUE
73,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,FALSE,TRUE
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
37,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,18,TRUE,TRUE
24,Private,14,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,TRUE,TRUE
41,NA,12,Married-civ-spouse,NA,Husband,White,Male,0,0,99,TRUE,FALSE
34,Local-gov,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,80,TRUE,FALSE
28,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,45,FALSE,FALSE
68,NA,10,Married-civ-spouse,NA,Husband,White,Male,0,1648,10,TRUE,FALSE
19,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,25,TRUE,TRUE
42,Private,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,FALSE,TRUE
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
24,NA,4,Never-married,NA,Not-in-family,White,Female,0,0,25,FALSE,FALSE
46,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,35,TRUE,TRUE
48,Federal-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,FALSE,TRUE
37,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1740,40,TRUE,FALSE
27,Private,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,FALSE,FALSE
26,Private,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,FALSE,FALSE
19,NA,9,Never-married,NA,Own-child,White,Male,0,0,40,FALSE,FALSE
55,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,FALSE,TRUE
17,NA,9,Never-married,NA,Own-child,White,Male,0,0,14,TRUE,TRUE
57,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,FALSE,TRUE
43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,TRUE,TRUE
24,Private,8,Never-married,Craft-repair,Own-child,White,Male,0,0,32,FALSE,FALSE
37,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,FALSE,FALSE
25,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,FALSE,FALSE
33,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,FALSE,FALSE
49,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,FALSE,TRUE
22,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,TRUE,TRUE
21,Private,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,15,TRUE,TRUE
84,Private,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,FALSE,TRUE
24,Private,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,FALSE,FALSE
44,Private,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,FALSE,TRUE
44,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,1902,40,TRUE,FALSE
20,Private,9,Never-married,Sales,Unmarried,White,Female,0,0,38,FALSE,FALSE
37,Private,10,Never-married,Tech-support,Unmarried,White,Female,4934,0,60,TRUE,FALSE
30,Private,7,Divorced,Other-service,Unmarried,White,Female,0,0,35,FALSE,FALSE
19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,TRUE,TRUE
51,Private,14,Widowed,Exec-managerial,Unmarried,White,Male,15020,0,40,TRUE,TRUE
52,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,FALSE,FALSE
50,State-gov,9,Widowed,Other-service,Not-in-family,White,Female,0,0,37,FALSE,TRUE
34,Local-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,TRUE,TRUE
53,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
39,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,FALSE,FALSE
40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,FALSE,FALSE
49,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411,0,40,FALSE,TRUE
52,Private,10,Divorced,Other-service,Unmarried,White,Female,0,0,45,FALSE,TRUE
48,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,FALSE,TRUE
58,NA,7,Divorced,NA,Unmarried,Black,Female,0,0,32,FALSE,TRUE
30,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,TRUE,TRUE
44,Private,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,FALSE,TRUE
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,TRUE,TRUE
46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,TRUE,TRUE
42,Private,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,30,FALSE,TRUE
29,Private,9,Never-married,Protective-serv,Own-child,Black,Female,0,0,20,TRUE,TRUE
25,Local-gov,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,FALSE,FALSE
18,Self-emp-inc,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,TRUE,TRUE
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,TRUE,TRUE
19,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,FALSE,FALSE
80,Private,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,30,FALSE,TRUE
61,Private,1,Separated,Transport-moving,Not-in-family,Black,Male,14344,0,40,FALSE,FALSE
46,Self-emp-not-inc,13,Separated,Other-service,Unmarried,White,Female,0,0,45,TRUE,TRUE
27,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,TRUE,TRUE
26,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
50,State-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,FALSE,TRUE
59,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,FALSE,TRUE
38,Federal-gov,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,TRUE,FALSE
28,Private,11,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,40,FALSE,FALSE
34,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,FALSE,FALSE
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,FALSE,FALSE
23,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,TRUE,TRUE
65,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,2964,0,35,FALSE,TRUE
35,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,FALSE,FALSE
65,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,FALSE,TRUE
39,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,FALSE,FALSE
35,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,FALSE,FALSE
33,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,FALSE,FALSE
32,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,FALSE,FALSE
36,Private,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,TRUE,TRUE
18,NA,9,Never-married,NA,Own-child,White,Male,0,0,15,TRUE,TRUE
25,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,TRUE,TRUE
32,Private,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,70,TRUE,FALSE
49,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1485,40,TRUE,FALSE
29,Private,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,FALSE,FALSE
20,NA,9,Never-married,NA,Not-in-family,White,Female,0,0,40,FALSE,FALSE
44,Federal-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,FALSE,TRUE
29,Private,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,FALSE,FALSE
19,Private,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,20,TRUE,TRUE
